station_id,name,brand,region,sido,sigungu,addr,is_self,quality_cert,reports_price,tel,lat,lng,match,matched_addr
A0008475,주내주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 파주읍 술이홀로 383,0,0,0,031-953-4330,37.8311735440696,126.829907190511,addr,경기 파주시 파주읍 술이홀로 383
A0008478,탄현주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 탄현면 방촌로 644,1,0,0,031-945-3300,37.8016298783434,126.718333373353,addr,경기 파주시 탄현면 방촌로 644
A0008481,고속주유소,알뜰주유소,경기 안산시,경기,안산시,경기 안산시 상록구 석호로 367,1,0,1,031-000-0000,37.2934937433371,126.871572968639,addr,경기 안산시 상록구 석호로 367
A0008491,사랑셀프주유소,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 탄현면 평화로 657,1,0,0,031-943-5190,37.7766155655261,126.713440820858,addr,경기 파주시 탄현면 평화로 657
A0008493,굿모닝주유소,알뜰주유소,경기 파주시,경기,파주시,경기 파주시 파주읍 우계로 299,1,0,1,031-952-3245,37.8511198007974,126.80863704644,addr,경기 파주시 파주읍 우계로 299
A0008502,한성주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 월롱면 도감로 158,0,0,0,031-945-5129,37.7918462532587,126.802231571882,addr,경기 파주시 월롱면 도감로 158
A0008513,금촌주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 아동로 60 (아동동),0,0,0,031-957-3651,37.7665601583961,126.78061667233,addr,경기 파주시 아동로 60
A0008526,에이스주유소,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 파평면 청송로 508,0,0,0,031-959-5152,37.9355564431679,126.866873677246,addr,경기 파주시 파평면 청송로 508
A0008532,조인에너지셀프야동점,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 창곡동길 27 (야동동),1,0,0,031-948-6181,37.7730869547907,126.764621466482,addr,경기 파주시 창곡동길 27
A0008535,비전self주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 파주읍 우계로 152,1,0,0,031-952-9752,37.8395994378028,126.813820662198,addr,경기 파주시 파주읍 우계로 152
A0008543,한성제1주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 탄현면 엘지로 639,1,0,0,031-946-5155,37.8297297939661,126.736969957764,addr,경기 파주시 탄현면 엘지로 639
A0008549,능안제일주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 조리읍 대원로 276,1,0,0,031-946-7474,37.738820452065,126.797137944693,addr,경기 파주시 조리읍 대원로 276
A0008551,(주)제이에스에너지,SK에너지,경기 파주시,경기,파주시,경기 파주시 탄현면 평화로 731,1,0,0,031-945-5135,37.7793083471024,126.706446058641,addr,경기 파주시 탄현면 평화로 731
A0008553,통일특구주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 문산읍 사임당로 394,0,0,0,031-952-1862,37.8601366884739,126.830632137658,addr,경기 파주시 문산읍 사임당로 394
A0008564,주)구송에너지,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 교하로 499 (동패동),1,0,0,031-947-0007,37.7043423491792,126.723503816339,addr,경기 파주시 교하로 499
A0008568,등원주유소,S-OIL,경기 파주시,경기,파주시,경기 파주시 조리읍 등원로 57,0,0,0,031-944-5155,37.7590521701774,126.80649802355,addr,경기 파주시 조리읍 등원로 57
A0008571,적암주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 적성면 율곡로 2989,0,0,0,031-959-4495,37.9902956294826,126.999693320095,addr,경기 파주시 적성면 율곡로 2989
A0008574,지에스칼텍스(주)파주LCD주유소,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 탄현면 엘지로 448,1,0,1,031-941-3144,37.8204249899377,126.752981028973,addr,경기 파주시 탄현면 엘지로 448
A0008580,갈곡 주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 법원읍 화합로 343,0,0,0,031-958-7154,37.8508845438421,126.902609613995,addr,경기 파주시 법원읍 화합로 343
A0008582,명품주유소,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 금월로 130,0,0,0,031-943-5180,37.7799415550425,126.770417011247,addr,경기 파주시 금월로 130
A0008583,장현주유소,S-OIL,경기 파주시,경기,파주시,경기 파주시 적성면 율곡로 2693 (적성면),0,0,1,031-958-8588,37.9847709456484,126.971280112412,addr,경기 파주시 적성면 율곡로 2693
A0008593,연세에너지(주),GS칼텍스,경기 파주시,경기,파주시,경기 파주시 월롱면 엘지로 185,1,0,1,031-959-8975,37.8110922483842,126.77900878185,addr,경기 파주시 월롱면 엘지로 185
A0008595,(주)엘피엘,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 탄현면 방촌로 1007,1,0,0,031-942-3800,37.8248599788717,126.732180855305,addr,경기 파주시 탄현면 방촌로 1007
A0008599,적성주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 적성면 청송로 1046,0,0,0,031-959-4032,37.9553454606691,126.921218582967,addr,경기 파주시 적성면 청송로 1046
A0008600,파주경인 ㈜곡송,SK에너지,경기 파주시,경기,파주시,경기 파주시 조리읍 통일로 124,1,0,0,031-943-5052,37.7358585201769,126.827837482281,addr,경기 파주시 조리읍 통일로 124
A0008601,주식회사 흥안,S-OIL,경기 파주시,경기,파주시,경기 파주시 법원읍 화합로 208,1,0,0,031-959-3331,37.8458526057404,126.889415113843,addr,경기 파주시 법원읍 화합로 208
A0008602,LCD주유소,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 탄현면 엘지로 640,1,0,0,031-942-5149,37.8299099519131,126.737601565548,addr,경기 파주시 탄현면 엘지로 640
A0008605,(주)디오티디 파주댕댕이주유소,S-OIL,경기 파주시,경기,파주시,경기 파주시 파주로 72 (문발동),1,0,1,031-946-5185,37.7242233017105,126.697192369252,addr,경기 파주시 파주로 72
A0008606,파주농협주유소,NH-OIL,경기 파주시,경기,파주시,경기 파주시 파주읍 통일로 1539,1,1,1,031-953-7620,37.8454004513656,126.789409448044,addr,경기 파주시 파주읍 통일로 1539
A0008607,광탄농협주유소,NH-OIL,경기 파주시,경기,파주시,경기 파주시 광탄면 신산리 동거리길 41,0,0,1,031-947-7876,37.7814523103385,126.849682444528,addr,경기 파주시 광탄면 동거리길 41
A0008608,금촌농협주유소,NH-OIL,경기 파주시,경기,파주시,경기 파주시 평화로 240 (야동동),1,1,1,031-943-0003,37.7725604562527,126.755604510082,addr,경기 파주시 평화로 240
A0008614,(주)소모 파주주유소,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 탄현면 엘지로 615,0,0,1,031-944-5114,37.8274332072039,126.737550475612,addr,경기 파주시 탄현면 엘지로 615
A0008624,교하셀프주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 교하읍 교하로 926,1,0,0,031-946-5301,,,fail,
A0008625,첨단주유소,GS칼텍스,경기 파주시,경기,파주시,경기 파주시 파주읍 충현로 33,1,0,0,031-954-0886,37.8495841057383,126.791788822466,addr,경기 파주시 파주읍 충현로 33
A0008626,㈜케이알산업 파주출판도시자유로주유소,S-OIL,경기 파주시,경기,파주시,경기 파주시 자유로 2210,1,0,0,031-943-5189,37.6995478687153,126.68427086901,addr,경기 파주시 자유로 2210
A0008639,HD현대오일뱅크㈜직영 동패셀프주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 동서대로 367,1,0,1,031-945-5125,37.7028283448063,126.719645560453,addr,경기 파주시 동서대로 367
A0008641,㈜디오티디 파주고라니주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기도 파주시 파주로 66,1,0,1,031-937-8518,37.7240283147266,126.696240019447,addr,경기 파주시 파주로 66
A0008643,HD현대오일뱅크㈜직영 운정셀프주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 미래로 374 (야당동),1,0,1,031-944-5190,37.7111221895234,126.746695229756,addr,경기 파주시 미래로 374
A0008647,동일석유㈜ 운정동일주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 파주로 70,1,0,1,031-941-3868,37.7241602577957,126.69685109068,addr,경기 파주시 파주로 70
A0008648,동일석유㈜ 교하동일주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 파주로 63,1,0,1,031-941-6987,37.7250860427221,126.696341416955,addr,경기 파주시 파주로 63
A0008649,디에스에너지㈜파주아동,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 통일로 630,1,0,0,031-942-5103,37.7662759397065,126.794118491866,addr,경기 파주시 통일로 630
A0008650,파주셀프주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 조리읍 파주로 1077,1,0,0,031-947-8494,37.7520221110071,126.80039077767,addr,경기 파주시 조리읍 파주로 1077
A0008652,㈜현대가스텍 파동주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 통일로 645,1,0,1,031-949-1449,37.7675316356956,126.792897429912,addr,경기 파주시 통일로 645
A0008655,삼미상사(주)미래로SELF주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 미래로 292 (동패동),1,0,1,031-941-5181,37.7043446364439,126.746490024135,addr,경기 파주시 미래로 292
A0008662,모현주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 모현면 문현로 154,1,0,1,031-334-5511,37.3431921928049,127.226618787097,addr,경기 용인시 처인구 모현읍 문현로 154
A0008670,초당에너지,SK에너지,경기 용인시,경기,용인시, 경기 용인시 기흥구 동백죽전대로 179,1,0,1,031-693-9771,37.258782297095,127.161056574493,addr,경기 용인시 기흥구 동백죽전대로 179
A0008677,산수주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 포곡읍 곡현로 184,0,0,0,031-323-7111,37.302806289526,127.224807338395,addr,경기 용인시 처인구 포곡읍 곡현로 184
A0008684,백암약수주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 백암면 죽양대로 1172,0,0,0,031-339-3397,37.1692415453064,127.37768980983,addr,경기 용인시 처인구 백암면 죽양대로 1172
A0008685,대성주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 남사면 경기동로 490,0,0,0,031-334-2255,37.1391372982565,127.176623307808,addr,경기 용인시 처인구 남사읍 경기동로 490
A0008698,남사원주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 처인구 남사면 천덕산로 396,1,0,0,031-322-5180,37.0965110465773,127.141949853845,addr,경기 용인시 처인구 남사읍 천덕산로 396
A0008707,행복주유소,SK에너지,전북 김제시,전북,김제시,전북 김제시 벽성로 362 (서암동),1,0,1,063-547-0600,35.8052033855065,126.874180457998,addr,전북특별자치도 김제시 벽성로 362
A0008709,용인IC주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 처인구 백옥대로 1405 (유방동),1,0,0,031-333-4000,37.260281627929,127.212417895492,addr,경기 용인시 처인구 백옥대로 1405
A0008710,서울이엔지㈜ 사월주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 기흥구 청명산로 1,1,0,0,031-203-5189,37.255055200446,127.092839095459,addr,경기 용인시 기흥구 청명산로 1
A0008713,묵리주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 이동면 이원로384번길 1,0,0,1,031-322-9311,37.1742369844128,127.231838217941,addr,경기 용인시 처인구 이동읍 이원로384번길 1
A0008720,언남주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 기흥구 구성로 152 (언남동),1,0,1,031-283-2758,37.2918038716206,127.125464660311,addr,경기 용인시 기흥구 구성로 152
A0008724,㈜시청앞주유소(한진주유소),S-OIL,경기 안성시,경기,안성시,경기 안성시 안성맞춤대로 926 (도기동),1,0,0,031-677-2525,36.9967404426653,127.270412826016,addr,경기 안성시 안성맞춤대로 926
A0008727,천일주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 처인구 원삼면 죽양대로 1579,0,0,0,031-321-7279,37.1799320093528,127.336189553033,addr,경기 용인시 처인구 원삼면 죽양대로 1579
A0008736,우리주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 중부대로 1255,1,0,1,031-335-9511,37.2374197058153,127.184534948776,addr,경기 용인시 처인구 중부대로 1255
A0008740,하늘에너지㈜미성주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 처인구 백옥대로 1416,1,0,0,031-335-6232,37.261355915141,127.213183203666,addr,경기 용인시 처인구 백옥대로 1416
A0008741,신무궁화주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로2469번길 78 (보정동),0,0,0,031-265-3301,37.313753862001,127.105275092485,addr,경기 용인시 기흥구 용구대로2469번길 78
A0008750,SK에너지(주) 대흥셀프주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 신수로 570 (보정동),1,0,1,031-264-5189,37.3206616374322,127.102918208188,addr,경기 용인시 기흥구 신수로 570
A0008756,엠케이주유소,HD현대오일뱅크,경기 화성시,경기,화성시,경기 화성시 병점구 삼성1로 342 (반월동),1,0,1,031-273-5189,37.2314690469146,127.066831804172,addr,경기 화성시 병점구 삼성1로 342
A0008776,에너지 플러스허브 죽전,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 수지구 용구대로 2782,1,0,1,031-261-5145,37.3342195204797,127.109289400531,addr,경기 용인시 수지구 용구대로 2782
A0008777,수지주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 수지구 수지로 164,1,0,0,031-266-0039,37.3159133345784,127.082233184488,addr,경기 용인시 수지구 수지로 164
A0008782,주식회사 우리들,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 처인구 동부로 348 (운학동),1,0,0,031-339-0051,37.208837903173,127.234578541409,addr,경기 용인시 처인구 동부로 348
A0008789,(주)소모 수지제일주유소,GS칼텍스,경기 용인시,경기,용인시,경기도 용인시 수지구 수지로 350 (풍덕천동),1,0,1,031-264-3636,37.328407162875,127.095417327585,addr,경기 용인시 수지구 수지로 350
A0008792,청정에너지주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로2469번길 161,1,0,1,031-264-2500,37.3211095840754,127.104411778946,addr,경기 용인시 기흥구 용구대로2469번길 161
A0008793,구도일주유소 미르셀프,S-OIL,경기 용인시,경기,용인시,경기 용인시 기흥구 동백죽전대로 143,1,0,1,031-304-1151,37.2564416600605,127.163684607561,addr,경기 용인시 기흥구 동백죽전대로 143
A0008798,삼일주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 원삼면 동부로 1204,1,0,0,031-332-3942,37.1803799934048,127.306075215572,addr,경기 용인시 처인구 원삼면 동부로 1204
A0008804,㈜더오일 용인지점,자가상표,경기 용인시,경기,용인시,경기 용인시 처인구 중부대로 1653,1,0,0,031-338-9989,37.2333255646253,127.228538484288,addr,경기 용인시 처인구 중부대로 1653
A0008807,SK선봉대주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 성산로 153,1,0,0,031-323-5593,37.2501331237209,127.190311367686,addr,경기 용인시 처인구 성산로 153
A0008809,새봄주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 양지면 주북로 129,1,0,0,031-334-3956,37.2477694869022,127.247193330098,addr,경기 용인시 처인구 양지읍 주북로 129
A0008815,오일필드㈜ 기흥지점,자가상표,경기 용인시,경기,용인시,경기 용인시 기흥구 중부대로 859 (상하동),1,0,0,031-282-5552,37.2525709013437,127.146388576908,addr,경기 용인시 기흥구 중부대로 859
A0008818,세종주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 이동면 백자로 81,0,0,0,031-333-0708,37.2162553991997,127.171016367799,addr,경기 용인시 처인구 이동읍 백자로 81
A0008820,㈜셀프제일에너지 용인SELF,알뜰주유소,경기 용인시,경기,용인시,경기 용인시 기흥구 사은로 334 (상하동),1,0,0,031-281-4759,37.2526604298825,127.141526061963,addr,경기 용인시 기흥구 사은로 334
A0008821,블루그린㈜ 마평지점,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 중부대로 1764,1,0,0,031-322-5189,37.2290116873955,127.239900066166,addr,경기 용인시 처인구 중부대로 1764
A0008822,매산주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 처인구 모현면 곡현로 638,0,0,0,031-321-8558,37.3409054369044,127.224178409826,addr,경기 용인시 처인구 모현읍 곡현로 638
A0008826,나이스주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 처인구 백옥대로 1011,1,0,1,031-323-5189,37.2261592879109,127.210193755046,addr,경기 용인시 처인구 백옥대로 1011
A0008827,(주)디오티디 용인드래곤주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 백옥대로 1002(남동),1,0,0,031-326-0518,37.2247930117255,127.2106611792,addr,경기 용인시 처인구 백옥대로 1002
A0008829,(주)이엘에스 양변주유소/충전소,HD현대오일뱅크,경기 안성시,경기,안성시,경기 안성시 미양면 211-0,1,0,0,031-673-5179,36.9841361469317,127.227001222702,addr,경기 안성시 미양면 갈전리 211
A0008836,㈜대교페트로,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 모현읍 포은대로 1099,1,0,0,031-334-1284,37.3362502642844,127.164371179373,addr,경기 용인시 처인구 모현읍 포은대로 1099
A0008840,상하길벗에너지㈜,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 기흥구 중부대로 667,0,0,0,031-287-9127,37.2675201661161,127.135972176546,addr,경기 용인시 기흥구 중부대로 667
A0008842,㈜엘엔케이토탈 용인제1주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 기흥구 신수로 547,1,0,0,070-4187-5185,37.318040359468,127.102076521118,addr,경기 용인시 기흥구 신수로 547
A0008843,(주)세이브주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 기흥구 공세로 63 (고매동),1,0,0,031-286-8220,37.230837031627,127.107603645342,addr,경기 용인시 기흥구 공세로 63
A0008845,부영에너지,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 기흥구 사은로 169,1,0,1,031-287-5566,37.2561507448403,127.123543757944,addr,경기 용인시 기흥구 사은로 169
A0008846,진우12주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로 1875,1,0,0,031-8067-5143,37.2551942159455,127.104635348561,addr,경기 용인시 기흥구 용구대로 1875
A0008847,(주)남경프라임,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 마북로 130 (마북동),1,0,0,031-283-5191,37.3019302796308,127.121999694906,addr,경기 용인시 기흥구 마북로 130
A0008850,(주)자연에너지,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 동탄기흥로 653 (고매동),1,0,0,031-275-5151,37.2185036784782,127.094948381989,addr,경기 용인시 기흥구 동탄기흥로 653
A0008851,㈜임팩 삼가셀프주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 처인구 중부대로 1092,1,0,1,031-321-0151,37.2423430933593,127.167508118523,addr,경기 용인시 처인구 중부대로 1092
A0008852,㈜선민 죽전역주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 진산로 188 (보정동),1,0,0,031-265-5140,37.3231630190731,127.105651284147,addr,경기 용인시 기흥구 진산로 188
A0008853,미키주유소,알뜰주유소,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로2469번길 57,1,0,1,031-265-8917,37.3117531047911,127.104677471367,addr,경기 용인시 기흥구 용구대로2469번길 57
A0008854,백암농협주유소,NH-OIL,경기 용인시,경기,용인시,경기 용인시 처인구 백암면 백암로 196,0,0,1,031-334-4041,37.1645153471921,127.375564063602,addr,경기 용인시 처인구 백암면 백암로 196
A0008855,원삼농협 클린주유소,NH-OIL,경기 용인시,경기,용인시,경기 용인시 처인구 원삼면 죽양대로 1626번길 5,1,0,1,031-339-2056,37.1836426561953,127.33330828392,addr,경기 용인시 처인구 원삼면 죽양대로1626번길 5
A0008860,㈜오늘에너지,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 백암면 죽양대로 1399,1,0,1,031-333-5190,37.171780793723,127.353237379417,addr,경기 용인시 처인구 백암면 죽양대로 1399
A0008861,후세인주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로 1835 (보라동),1,0,0,031-286-8669,37.251945653456,127.104568297621,addr,경기 용인시 기흥구 용구대로 1835
A0008862,보정셀프주유소 ㈜소모,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로 2570 (보정동),1,0,1,031-261-2677,37.3149419921222,127.109124870996,addr,경기 용인시 기흥구 용구대로 2570
A0008864,동백시티주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 기흥구 동백죽전대로556번길 1,1,0,1,031-286-3560,37.2882735374719,127.150490774778,addr,경기 용인시 기흥구 동백죽전대로556번길 1
A0008870,㈜삼표에너지 보정주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로2469번길 150 (보정동),1,0,1,031-896-7111,37.3201886930909,127.104960726172,addr,경기 용인시 기흥구 용구대로2469번길 150
A0008883,두창주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 언동로 197 (중동),1,0,1,031-286-7638,37.2780274150942,127.143718509537,addr,경기 용인시 기흥구 언동로 197
A0008889,서일석유(주)기흥서일 주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 기흥구 신수로 179,1,0,1,031-283-5260,37.2854500535758,127.098475452122,addr,경기 용인시 기흥구 신수로 179
A0008890,지에스칼텍스(주)이마트구성점주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로 2441 (마북동),1,0,1,031-281-5145,37.3036507966189,127.104802270739,addr,경기 용인시 기흥구 용구대로 2441
A0008893,하늘에너지㈜구갈주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 기흥구 중부대로 551,1,0,0,031-275-5116,37.2722322611188,127.124664474816,addr,경기 용인시 기흥구 중부대로 551
A0008895,언남에너지유한책임회사,S-OIL,경기 용인시,경기,용인시,경기 용인시 기흥구 마북로2번길 69,1,0,1,031-283-7293,37.2921382258807,127.121423940306,addr,경기 용인시 기흥구 마북로2번길 69
A0008897,기흥IC주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 기흥단지로 45 (고매동),0,0,0,031-286-4075,37.2250939765532,127.103926584098,addr,경기 용인시 기흥구 기흥단지로 45
A0008898,대명에너지 광교셀프직영점,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 수지구 포은대로 58 (상현동),1,0,1,031-263-5188,37.2993658129691,127.067425998014,addr,경기 용인시 수지구 포은대로 58
A0008900,㈜에버에너지(갈담주유소),SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 모현면 백옥대로 2177,1,0,1,031-332-5182,37.319193769441,127.24201348508,addr,경기 용인시 처인구 모현읍 백옥대로 2177
A0008901,양지IC셀프주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 양지면 중부대로 2247,1,0,1,031-321-2100,37.2339267856783,127.289011914429,addr,경기 용인시 처인구 양지읍 중부대로 2247
A0008902,대신석유(주)신안주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 중부대로 234 (영덕동),1,0,0,031-283-6015,37.2705346232343,127.093448433298,addr,경기 용인시 기흥구 중부대로 234
A0008903,기흥 배트맨주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로 1876,1,0,0,031-285-9194,37.2557785500294,127.105135296267,addr,경기 용인시 기흥구 용구대로 1876
A0008904,경기제일주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 처인구 이동면 경기동로 634,1,0,1,031-335-5145,37.1419505090062,127.191750496983,addr,경기 용인시 처인구 이동읍 경기동로 634
A0008905,디딤돌주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 백암면 죽양대로 820,1,0,1,031-336-5149,37.1409844588911,127.393765247646,addr,경기 용인시 처인구 백암면 죽양대로 820
A0008906,삼미상사㈜ 기흥셀프주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 중부대로 519 (구갈동),1,0,1,031-283-2120,37.2747073031306,127.12209499914,addr,경기 용인시 기흥구 중부대로 519
A0008907,양지현대주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 처인구 양지면 중부대로 2608,1,0,0,031-323-5121,37.2465429600195,127.323914207717,addr,경기 용인시 처인구 양지읍 중부대로 2608
A0008909,KH에너지㈜직영 양지IC주유소,SK에너지,경기 용인시,경기,용인시,경기도 용인시 처인구 양지읍 죽양대로 2294,1,0,1,031-321-6818,37.2328434957829,127.298407729607,addr,경기 용인시 처인구 양지읍 죽양대로 2294
A0008910,이지석유(주)천마주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 처인구 양지면 중부대로 2454,1,0,0,070-4254-5189,37.2373445646972,127.312111341546,addr,경기 용인시 처인구 양지읍 중부대로 2454
A0008911,(주)만남이엔지 두꺼비주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 수지구 고기로 1,1,0,0,031-262-5503,37.342626197858,127.101951117707,addr,경기 용인시 수지구 고기로 1
A0008912,HD현대오일뱅크㈜직영 경기주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 기흥구 중부대로 312,0,0,1,031-283-5189,37.2701369651284,127.102102125999,addr,경기 용인시 기흥구 중부대로 312
A0008913,㈜디오티디 용인짠돌이주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 처인구 중부대로 1622,1,0,0,031-326-0052,37.2330504748304,127.22505712801,addr,경기 용인시 처인구 중부대로 1622
A0008914,HD현대오일뱅크㈜직영 에버랜드주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 포곡읍 에버랜드로 184,0,0,1,031-334-8251,37.2882071132851,127.216771657895,addr,경기 용인시 처인구 포곡읍 에버랜드로 184
A0008915,(주)삼원에너지,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 처인구 백옥대로 980 (남동),1,0,0,031-334-5189,37.2230030769239,127.210410908418,addr,경기 용인시 처인구 백옥대로 980
A0008916,SK에너지㈜직영 기쁨셀프주유소,SK에너지,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로2469번길 130 (보정동),1,0,1,031-263-7151,37.318325778635,127.105700808716,addr,경기 용인시 기흥구 용구대로2469번길 130
A0008919,신동백주유소,S-OIL,경기 용인시,경기,용인시,경기 용인시 기흥구 언동로 117,1,0,1,031-275-5105,37.2849663835428,127.139823991272,addr,경기 용인시 기흥구 언동로 117
A0008920,블루원주유소,HD현대오일뱅크,경기 용인시,경기,용인시,경기 용인시 처인구 원삼면 보개원삼로 1536,0,0,0,031-333-6619,37.1326465188851,127.310713751655,addr,경기 용인시 처인구 원삼면 보개원삼로 1536
A0008921,호성주유소,SK에너지,경기 화성시,경기,화성시,경기 화성시 만세구 남양읍 무하로 124,0,0,0,031-355-2010,37.1833994327301,126.857407852382,addr,경기 화성시 만세구 남양읍 무하로 124
A0008923,SK대훈주유소,SK에너지,경기 화성시,경기,화성시,경기 화성시 만세구 남양읍 남양로 410,1,0,0,031-357-5149,37.1771459655173,126.816326805511,addr,경기 화성시 만세구 남양읍 남양로 410
A0008924,㈜나이스디앤에스 봉담주유소,S-OIL,경기 화성시,경기,화성시,경기 화성시 효행구 봉담읍 동화역말길 63,1,0,1,031-298-8170,37.216558612007,126.966994409523,addr,경기 화성시 효행구 봉담읍 동화역말길 63
A0008925,㈜현대가스텍 화성제일주유소,HD현대오일뱅크,경기 화성시,경기,화성시,경기 화성시 효행구 정남면 세자로 31,0,0,1,031-352-3830,37.171667254407,126.980347966226,addr,경기 화성시 효행구 정남면 세자로 31
