station_id,name,brand,region,sido,sigungu,addr,is_self,quality_cert,reports_price,tel
A0006039,(유)동하석유 힐탑셀프주유소,SK에너지,서울 강남구,서울,강남구,서울 강남구 논현로 640,1,0,0,02-544-4075
A0006040,㈜대성주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 강상면 강남로 682,0,0,0,031-774-6880
A0006041,광명제일주유소 지점,SK에너지,경기 광명시,경기,광명시,경기 광명시  범안로 608 (학온동),1,0,0,02-2611-0491
A0006057,SK에너지(주) 심곡주유소,SK에너지,경기 부천시,경기,부천시,경기 부천시 원미구 신흥로 51 (심곡동),1,0,1,032-656-0188
A0006061,중동하이웨이주유소,HD현대오일뱅크,경기 부천시,경기,부천시,경기 부천시 원미구 평천로 639 (약대동),1,0,0,032-321-5104
A0006062,동일석유㈜복사골주유소,SK에너지,경기 부천시,경기,부천시,경기 부천시 소사구 경인로 36,1,0,1,032-651-4775
A0006063,부천하이웨이주유소,HD현대오일뱅크,경기 부천시,경기,부천시,"경기 부천시 원미구 송내대로 369, 1층(상동)",1,0,0,032-326-5104
A0006069,㈜삼표에너지 삼표주유소,GS칼텍스,경기 부천시,경기,부천시,경기 부천시 원미구 부흥로 317 (중동),1,0,1,032-329-5151
A0006082,씨앤에스유통(주) 서해상동 주유소,S-OIL,경기 부천시,경기,부천시,경기 부천시 원미구  송내대로 389 (상동),0,0,0,032-329-6776
A0006091,내동주유소,GS칼텍스,경기 부천시,경기,부천시,경기 부천시 오정구 수도로 201,1,0,1,032-676-5050
A0006092,(주)동원석유,S-OIL,경기 부천시,경기,부천시,경기 부천시 원미구 부흥로 182(중동),1,0,0,032-612-5104
A0006093,다산주유소,S-OIL,서울 중구,서울,중구,서울 중구 다산로 233,1,0,0,02-2252-2210
A0006095,아이콘주유소,S-OIL,서울 성동구,서울,성동구,서울 성동구 고산자로 273 (도선동),1,0,0,02-2291-5189
A0006096,영신주유소,SK에너지,전남광주 해남군,전남광주,해남군,전남광주통합특별시 해남군 옥천면 공룡대로 3708,0,0,1,061-536-8600
A0006099,계남주유소,S-OIL,경기 부천시,경기,부천시,경기 부천시 원미구 길주로 640 (춘의동),1,0,0,032-682-0278
A0006101,럭키주유소,HD현대오일뱅크,경기 부천시,경기,부천시,경기 부천시 소사로 221,1,0,0,032-345-5145
A0006106,이화주유소,S-OIL,경기 부천시,경기,부천시,경기 부천시 원미구 신흥로 19 (심곡동),1,0,0,032-668-5151
A0006107,㈜자연에너지 삼정주유소,HD현대오일뱅크,경기 부천시,경기,부천시,경기 부천시 오정구 중동로 447 (삼정동),1,0,1,032-682-7406
A0006110,㈜북두칠성주유소,SK에너지,인천 서해구,인천,서해구,인천 서해구 백범로630번길 44,1,0,0,032-299-5151
A0006114,충북석유(주)성화주유소,SK에너지,충북 청주시,충북,청주시,충청북도 청주시 서원구 서부로 1354,1,0,0,043-233-2322
A0006117,㈜창조 신화주유소,S-OIL,인천 연수구,인천,연수구,인천 연수구 경원대로 556,1,0,1,032-433-5188
A0006122,㈜원흥.양주지점 제이앤에스,HD현대오일뱅크,경기 양주시,경기,양주시,경기 양주시 평화로 1107 (산북동),1,0,0,031-840-5189
A0006130,12선녀탕주유소,HD현대오일뱅크,강원 인제군,강원,인제군,강원 인제군 북면 미시령로 660,0,0,0,033-462-5599
A0006135,청해진주유소,SK에너지,전남광주 완도군,전남광주,완도군,전남광주통합특별시 완도군 군외면 청해진로 137,0,0,1,061-555-5104
A0006147,만수광해주유소,SK에너지,인천 남동구,인천,남동구,인천 남동구 인주대로 879,1,0,0,032-471-2000
A0006149,신내주유소,GS칼텍스,강원 홍천군,강원,홍천군,강원 홍천군 화촌면 구룡령로 10,1,0,1,033-435-8100
A0006152,경일석유(주) 도영주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 기흥구 용구대로 2100,1,0,0,031-283-8232
A0006156,명보주유소,알뜰주유소,인천 미추홀구,인천,미추홀구,인천 미추홀구 인하로 217 (주안동),1,0,1,032-872-5511
A0006158,통진셀프주유소,S-OIL,경기 김포시,경기,김포시,경기 김포시 통진읍 율마로 247,1,0,1,031-996-0681
A0006167,수산주유소,HD현대오일뱅크,인천 남동구,인천,남동구,인천 남동구 호구포로 622,1,0,0,032-467-5188
A0006178,도림SELF주유소,SK에너지,인천 남동구,인천,남동구,인천 남동구 논고개로 252,1,0,0,032-441-5144
A0006179,서경주유소,SK에너지,경기 파주시,경기,파주시,경기 파주시 중앙로 90 (금능동),1,0,0,031-944-3131
A0006180,메트로 다솜주유소,GS칼텍스,인천 남동구,인천,남동구,인천 남동구 논고개로 253 (도림동),0,0,0,032-442-5189
A0006184,송화주유소,SK에너지,인천 연수구,인천,연수구,인천 연수구 앵고개로 121 (동춘동),0,0,0,032-832-5156
A0006186,아시아self주유소 인천점,SK에너지,인천 연수구,인천,연수구,인천 연수구 한나루로 131 (옥련동),1,0,1,032-859-5151
A0006190,(주)태리 송도신도시주유소,GS칼텍스,인천 연수구,인천,연수구,인천 연수구 아암대로 809,0,0,0,032-858-8912
A0006207,한사랑주유소,SK에너지,인천 남동구,인천,남동구,인천 남동구 인주대로 774 (구월동),1,0,0,032-462-5429
A0006213,구월아시아드주유소,SK에너지,인천 남동구,인천,남동구,인천 남동구 호구포로 725  (구월동),1,0,1,032-465-8300
A0006214,㈜도지주유소,HD현대오일뱅크,인천 남동구,인천,남동구,인천 남동구 백범로 471,1,0,0,032-433-3832
A0006225,지에스칼텍스(주)송도국제도시주유소,GS칼텍스,인천 연수구,인천,연수구,인천 연수구 하모니로 128 (송도동),1,0,1,032-833-5145
A0006227,보문연수주유소,GS칼텍스,인천 연수구,인천,연수구,인천 연수구 먼우금로 200 (연수동),1,0,0,032-816-5145
A0006229,㈜이안스타에너지 예산지점,S-OIL,충남 예산군,충남,예산군,충남 예산군 예산읍 충서로 1600,1,0,0,041-333-1006
A0006231,(주)박문석유 구월주유소,GS칼텍스,인천 남동구,인천,남동구,인천 남동구 인주대로 512 (구월동),1,0,1,032-422-5455
A0006234,연수하이웨이주유소,HD현대오일뱅크,인천 연수구,인천,연수구,인천 연수구 매소홀로 710,1,0,0,032-434-5189
A0006235,장안주유소,S-OIL,인천 미추홀구,인천,미추홀구,인천 미추홀구 독배로492번길 42 (숭의동),1,0,1,032-888-0110
A0006237,㈜서강산업주유소,SK에너지,경기 화성시,경기,화성시,경기 화성시 효행구 정남면 서봉로 1036,1,0,0,031-366-5145
A0006239,㈜지에스에너지 동홍천지점 주유소/충전소,GS칼텍스,강원 홍천군,강원,홍천군,강원 홍천군 홍천읍 설악로 2374,1,0,1,033-433-6528
A0006252,HD현대오일뱅크㈜직영 수인주유소,HD현대오일뱅크,인천 남동구,인천,남동구,인천 남동구 백범로 255,0,0,1,032-466-7001
A0006256,HD현대오일뱅크㈜직영 송도역셀프주유소,HD현대오일뱅크,인천 연수구,인천,연수구,인천 연수구 비류대로 199,1,0,1,032-710-1030
A0006257,HD현대오일뱅크㈜직영 공단1주유소,HD현대오일뱅크,인천 남동구,인천,남동구,인천 남동구 남동대로 367 (남촌동),0,0,1,032-812-4162
A0006258,HD현대오일뱅크㈜직영 공단2주유소,HD현대오일뱅크,인천 남동구,인천,남동구,인천 남동구 앵고개로 463 (고잔동),0,0,1,032-817-8781
A0006266,KH에너지㈜직영 문광주유소,SK에너지,인천 남동구,인천,남동구,인천 남동구 백범로 423 (간석동),1,0,1,032-433-4392
A0006269,신화상사(주)주원고개주유소,S-OIL,인천 남동구,인천,남동구,인천 남동구 주안로 264 (간석동),1,0,1,032-422-5182
A0006272,동윤주유소,SK에너지,인천 남동구,인천,남동구,인천 남동구 논현고잔로 141,1,0,0,032-437-5151
A0006273,HD현대오일뱅크㈜직영 인천대교주유소,HD현대오일뱅크,인천 연수구,인천,연수구,인천 연수구 아암대로 815 (동춘동),0,0,1,032-833-7020
A0006279,서일석유(주)남동서일주유소,GS칼텍스,인천 남동구,인천,남동구,인천 남동구 인주대로 810 (구월동),1,0,1,032-575-5100
A0006280,서창IC주유소,S-OIL,인천 남동구,인천,남동구,인천 남동구 백범로 5 (만수동),1,0,0,032-472-3588
A0006282,그린좋은주유소,S-OIL,인천 남동구,인천,남동구,인천 남동구 앵고개로 676,1,0,0,032-277-5151
A0006283,원천제3주유소,GS칼텍스,인천 연수구,인천,연수구,인천 연수구 비류대로 223,1,0,1,032-832-5181
A0006285,KH에너지㈜직영 수림공원주유소,SK에너지,인천 남동구,인천,남동구,인천 남동구 주안로 270 (간석동),1,0,1,032-428-0001
A0006286,유카스에너지 대벽주유소,S-OIL,경기 김포시,경기,김포시,경기 김포시 대곶면 약암로 505,1,0,1,031-982-7363
A0006287,청라셀프주유소,GS칼텍스,인천 서해구,인천,서해구,인천 서해구 경명대로 284(경서동),1,0,0,032-565-5185
A0006290,(주)유카스에너지,S-OIL,인천 남동구,인천,남동구,인천 남동구 장수로 2-2 (장수동),1,0,1,032-465-0775
A0006291,(주)유카스에너지 상동SELF,SK에너지,경기 부천시,경기,부천시,경기 부천시 원미구 부일로 274 (상동),1,0,1,070-7728-9215
A0006293,㈜제이케이에너지 선학로주유소,GS칼텍스,인천 연수구,인천,연수구,인천 연수구 경원대로 515 (선학동),0,0,1,032-815-5189
A0006294,선학현대 ㈜강남파크,HD현대오일뱅크,인천 연수구,인천,연수구,인천 연수구 경원대로 539,1,0,0,032-812-5144
A0006295,(주)서해에너지,SK에너지,인천 연수구,인천,연수구,인천 연수구 경원대로 536,1,0,0,032-822-8858
A0006299,청수주유소,SK에너지,충북 괴산군,충북,괴산군,충북 괴산군 연풍면 연풍로 1169,0,0,0,043-833-7749
A0006300,스마일주유소,알뜰주유소,부산 부산진구,부산,부산진구,부산 부산진구 동평로 49,1,0,1,051-939-2022
A0006301,㈜지에스이앤알 인창주유소,GS칼텍스,경기 구리시,경기,구리시,경기 구리시 동구릉로 78,0,0,1,031-553-5644
A0006307,대성주유소,S-OIL,경기 포천시,경기,포천시,경기 포천시 신북면 호국로 1961,1,0,1,031-535-7450
A0006308,교문주유소,S-OIL,경기 구리시,경기,구리시,경기 구리시 아차산로 436 (교문동),1,0,1,031-566-3477
A0006311,광암self주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 수레로 1100,1,0,0,031-593-5060
A0006313,청운농협주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 청운면 용두로 81,0,0,1,031-774-5164
A0006314,버드나무주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 경강로 382,1,0,0,031-576-5145
A0006315,금성주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 강변북로 651번길20 (수석동),1,0,0,031-556-8414
A0006316,가나주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 경강로 318,0,0,1,031-577-2515
A0006319,동북주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진건읍 사릉로 420,1,0,0,031-574-8552
A0006322,대흥주유소,GS칼텍스,경기 양평군,경기,양평군,경기 양평군 양평읍 대흥로 106-4,0,0,1,031-771-1876
A0006324,동아주유소(self),GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 진접읍 장현로 39,1,0,0,031-572-7000
A0006325,㈜남건이앤에스직영 세방주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 진접읍 금강로 951,1,0,0,031-571-0491
A0006327,덕흥주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 별내면 덕릉로 1101,0,0,0,031-527-5577
A0006328,진건주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진건읍 진관로 305,0,0,0,031-574-2344
A0006340,지에스칼텍스㈜ 미호주유소,GS칼텍스,충북 청주시,충북,청주시,충북 청주시 흥덕구 강내면 가로수로 516,0,0,1,043-233-2713
A0006345,백련주유소,GS칼텍스,경기 평택시,경기,평택시,경기 평택시 청원로 1394,1,0,0,031-668-4411
A0006347,가평주유소,S-OIL,경기 가평군,경기,가평군,경기 가평군 가평읍 가화로 41-16,0,0,0,031-582-3114
A0006350,석불주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 지평면 지평의병로 440,0,0,0,031-774-5145
A0006352,성수주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 수레로 1186,1,0,0,031-559-5182
A0006354,풍천주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진접읍 금강로 1842,1,0,1,031-529-3357
A0006357,유명산주유소,GS칼텍스,경기 가평군,경기,가평군,경기 가평군 설악면 유명로 867,0,0,0,031-584-7776
A0006358,고동산주유소,S-OIL,경기 가평군,경기,가평군,경기 가평군 청평면 북한강로 1659,0,0,0,031-584-0578
A0006359,태양주유소,GS칼텍스,경기 가평군,경기,가평군,경기 가평군 설악면 한서로 25,1,0,0,031-585-3377
A0006360,삼밭골주유소,GS칼텍스,경기 가평군,경기,가평군,경기 가평군 설악면 유명로 2005,1,0,0,031-584-2476
A0006362,대성주유소,SK에너지,경기 가평군,경기,가평군,경기 가평군 하면 청군로 1184,0,0,0,031-585-0758
A0006363,동현주유소,S-OIL,경기 가평군,경기,가평군,경기 가평군 하면 청군로 1303,0,0,1,031-585-5189
A0006365,(주)골든쌔들주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 용문면 경강로 2946,0,0,0,031-774-8232
A0006366,주영주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 진건읍 진건오남로 250,1,0,0,031-575-7110
A0006368,갑산주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 와부읍 수레로 290,0,0,0,031-576-0144
A0006376,sk율석주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 와부읍 석실로 460,0,0,0,031-521-9188
A0006380,당림주유소,SK에너지,강원 춘천시,강원,춘천시,강원 춘천시 서면 경춘로 969,1,0,0,033-262-2621
A0006382,팔봉산주유소,HD현대오일뱅크,강원 홍천군,강원,홍천군,강원 홍천군 남면 설악로 124,0,0,0,033-432-4036
A0006384,양평주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 양평읍 양근로 82,1,0,1,031-772-5151
A0006385,쌍둥이주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 양서면 경강로 1197,1,0,0,031-774-5144
A0006386,양근주유소,HD현대오일뱅크,경기 양평군,경기,양평군,경기 양평군 양평읍 마유산로 67,0,0,0,031-771-1114
A0006387,문호주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 서종면 중미산로 97,0,0,0,031-771-9700
A0006388,양평농협 옥천주유소,NH-OIL,경기 양평군,경기,양평군,경기 양평군 옥천면 마유산로 454,0,0,1,031-774-5158
A0006395,수동주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 수동면 비룡로 815,0,0,0,031-594-6800
A0006400,양동주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 양동면 학둔지아래길 108,0,0,0,031-773-1146
A0006404,일흥주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 양서면 경강로 1196,0,0,0,031-771-5144
A0006405,남양주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진접읍 장현로 130,0,0,0,031-571-2070
A0006409,남양주주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 경춘로 2256,0,0,0,031-594-1470
A0006413,한강주유소,알뜰주유소,경기 고양시,경기,고양시,경기 고양시 덕양구 행주로 57-28,1,1,1,031-972-9125
A0006417,신내주유소,HD현대오일뱅크,경기 양평군,경기,양평군,경기 양평군 양평읍 샘뜰길 57,0,0,0,031-771-5186
A0006419,만남주유소,SK에너지,경기 포천시,경기,포천시,경기 포천시 호국로 1439,1,0,0,031-536-0093
A0006434,월드주유소,HD현대오일뱅크,경기 양평군,경기,양평군,경기 양평군 양평읍 중앙로 402,0,0,0,031-772-6776
A0006435,(주)진우8주유소,SK에너지,경기 남양주시,경기,남양주시,경기도 남양주시 불암로 77 (별내동),1,0,0,070-4048-5684
A0006437,SK성원주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 서종면 북한강로 888,0,0,1,031-774-6415
A0006439,천마산주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 경춘로 1661,0,0,0,031-594-4418
A0006442,남양주스마일주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 와부읍 수레로 295,0,0,0,031-521-0038
A0006444,KH에너지㈜직영 덕소주유소,SK에너지,경기 남양주시,경기,남양주시,경기도 남양주시 와부읍 경강로 881,1,0,1,031-577-2916
A0006454,월문주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 와부읍 수레로 602,1,0,1,000-000-0000
A0006455,여기가좋겠네주유소,HD현대오일뱅크,경기 양평군,경기,양평군,경기 양평군 용문면 경강로 2758-1,1,0,0,031-774-5135
A0006456,마석주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 마석로 111,0,0,1,031-593-8817
A0006457,HD현대오일뱅크㈜직영 구리셀프주유소,HD현대오일뱅크,경기 구리시,경기,구리시,경기 구리시 아차산로 274,1,0,1,031-557-5151
A0006465,송정주유소,S-OIL,경기 가평군,경기,가평군,경기 가평군 가평읍 가화로 359,0,0,1,031-581-0001
A0006466,백운봉주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 양평읍 경강로 2209,0,0,0,031-771-7182
A0006468,씨앤에스유통㈜ 사능IC주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진건읍 사릉로 225,1,0,0,031-573-5058
A0006479,"형제주유소, 씨유 양평 마유산로점",HD현대오일뱅크,경기 양평군,경기,양평군,경기 양평군 옥천면 마유산로 581,0,0,0,031-772-4837
A0006482,오늘주유소 고백점,HD현대오일뱅크,경기 이천시,경기,이천시,경기 이천시 부발읍 중부대로 2033,1,0,1,0
A0006489,청풍주유소,SK에너지,경기 가평군,경기,가평군,경기 가평군 청평면 경춘로 257,1,0,0,031-584-9000
A0006491,지에스칼텍스㈜ 만호주유소,GS칼텍스,경기 평택시,경기,평택시,경기 평택시 포승읍 서동대로 771,1,0,1,031-681-1800
A0006497,푸른주유소,S-OIL,경기 구리시,경기,구리시,경기 구리시 벌말로 117 (토평동),0,0,1,031-566-0051
A0006502,가평Self주유소,HD현대오일뱅크,경기 가평군,경기,가평군,경기 가평군 가평읍 경춘로 2065,1,0,0,031-581-8770
A0006505,서울석유(주) 호평첨단주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 늘을1로 161,1,0,1,031-594-5149
A0006506,서종온누리주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 서종면 북한강로 676,1,0,0,031-773-6363
A0006510,강하주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 강하면 강남로 289,0,0,0,031-771-5859
A0006514,승리주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 양평읍 경강로 1580,0,0,1,031-771-2895
A0006521,명지산주유소,알뜰주유소,경기 가평군,경기,가평군,경기 가평군 북면 가화로 687,1,0,1,031-581-5188
A0006526,북한강주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 조안면 북한강로 877,1,0,0,031-576-7300
A0006527,남별내IC주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 별내면 송산로 471,1,0,0,031-527-2225
A0006529,평내셀프주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 경춘로 1071 (금곡동),1,0,0,031-511-2251
A0006535,차차차주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 청운면 설악로 479,0,0,0,031-775-3251
A0006539,삼미상사(주)청평그린셀프주유소,SK에너지,경기 가평군,경기,가평군,경기 가평군 청평면 경춘로 524,1,0,1,031-585-8388
A0006546,명성주유소,S-OIL,경기 파주시,경기,파주시,경기 파주시 법원읍 사임당로 935,0,0,0,031-959-1285
A0006552,송능주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 진건읍 진건오남로 405-10,1,0,0,031-528-5022
A0006556,신애주유소,S-OIL,경기 양평군,경기,양평군,경기 양평군 양평읍 마유산로 324,0,0,0,031-775-5144
A0006562,남양주주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진건오남로 420 (진접읍),0,0,0,031-574-5151
A0006567,HD현대오일뱅크㈜직영 담터셀프주유소,HD현대오일뱅크,경기 구리시,경기,구리시,경기 구리시 경춘북로 344,1,0,1,031-572-0707
A0006570,㈜대광에너지 남이섬주유소,HD현대오일뱅크,경기 가평군,경기,가평군,경기 가평군 청평면 경춘로 1484,1,0,1,031-584-5127
A0006572,오성주유소,S-OIL,경기 구리시,경기,구리시,경기도 구리시 동구릉로 426 (사노동),1,0,1,031-574-7887
A0006583,홀인원주유소,HD현대오일뱅크,경기 가평군,경기,가평군,경기 가평군 상면 조종로 1622,1,0,0,031-584-3334
A0006587,(주)참조은에너지 민기주유소,HD현대오일뱅크,경기 양평군,경기,양평군,경기 양평군 지평면 지평로 946,0,0,0,031-771-4738
A0006589,㈜지에스이앤알 덕소주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 와부읍 덕소로 24,1,0,1,031-577-9425
A0006592,화도열린주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 경춘로 2507,0,0,0,031-592-5128
A0006593,지에스칼텍스(주)팔당대교주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기도 남양주시 와부읍 경강로 968,1,0,1,031 576 6243
A0006594,달뫼주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 경춘로 2205,0,0,0,031-595-5555
A0006598,별내신도시주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 순화궁로 605,0,0,0,031-529-9039
A0006600,장수주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 진접읍 금강로 890,0,0,0,031-572-4153
A0006608,만수르주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 오남읍 진건오남로 645,1,0,0,031-575-5151
A0006609,신월IC주유소,GS칼텍스,경기 남양주시,경기,남양주시,경기 남양주시 진건읍 양진로 533,1,0,0,031-529-9998
A0006617,(주)더라벨 신흥주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 별내면 송산로 582,0,0,0,031-572-5182
A0006619,구도일주유소양서,S-OIL,경기 양평군,경기,양평군,경기 양평군 양서면 경강로 973,1,0,0,031-773-5145
A0006620,만남의광장,SK에너지,경기 양평군,경기,양평군,경기 양평군 양서면 경강로 962,1,0,1,031-000-0000
A0006621,강남주유소,SK에너지,경기 양평군,경기,양평군,경기 양평군 강하면 강남로 78,0,0,0,031-772-4321
A0006624,태양주유소,SK에너지,경기 남양주시,경기,남양주시,경기도 남양주시 비룡로 939,0,0,0,031-592-3377
A0006625,아천동주유소,S-OIL,경기 구리시,경기,구리시,경기 구리시 아차산로 55,0,0,1,02-2201-4545
A0006631,(주)별넷주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 별내면 불암산로 27,1,0,0,031-527-0503
A0006633,국토셀프주유소,SK에너지,경기 가평군,경기,가평군,경기 가평군 조종면 비득재길 120,1,0,1,031-585-6786
A0006635,SK화도주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 경춘로 2198,0,0,0,031-594-2591
A0006642,경기주유소,HD현대오일뱅크,경기 가평군,경기,가평군,경기 가평군 청평면 경춘로 1013,1,0,0,031-584-4803
A0006645,금남주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 북한강로 1438,1,0,0,031-592-8434
A0006647,북면주유소,S-OIL,경기 가평군,경기,가평군,경기 가평군 북면 가화로 996,0,0,0,031-582-5189
A0006648,다산주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진관로 64 (다산동),1,0,1,031-563-2100
A0006649,(주)구산에너지 시청앞주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 경춘로 1048(금곡동),0,0,0,031-591-5187
A0006651,돌고개주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 경춘로 2424,0,0,0,031-595-5188
A0006653,신청평주유소,S-OIL,경기 가평군,경기,가평군,경기 가평군 청평면 경춘로 508,1,0,1,031-584-5400
A0006657,도곡주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 와부읍 석실로 28,1,0,0,031-576-5158
A0006660,지에스칼텍스(주) 토평IC주유소,GS칼텍스,경기 구리시,경기,구리시,경기 구리시 코스모스길 228,0,0,1,031-565-5185
A0006665,(주)장수주유소,SK에너지,서울 광진구,서울,광진구,서울 광진구 동일로 266 (군자동),1,0,0,02-498-1981
A0006666,임건제일주유소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 진건읍 금강로 683,1,0,0,031-575-3746
A0006667,㈜자연에너지 고척주유소,HD현대오일뱅크,서울 구로구,서울,구로구,서울 구로구 고척로 199 (고척동),1,0,1,02-2687-5755
A0006668,(주)오일유업직영GS경춘주유소,GS칼텍스,경기 가평군,경기,가평군,경기 가평군 가평읍 경춘로 1776,0,0,0,031-581-4545
A0006669,(주)대응,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 화도읍 수레로 914,0,0,0,031-595-8700
A0006671,가나안하이테크주유소,HD현대오일뱅크,경기 동두천시,경기,동두천시,경기 동두천시 강변로 858 (동두천동),1,0,0,031-868-5164
A0006673,하이웨이주유소,S-OIL,경기 가평군,경기,가평군,경기 가평군 상면 청군로 927,1,0,0,031-585-0038
A0006683,(주)설악주유소,HD현대오일뱅크,경기 가평군,경기,가평군,경기 가평군 설악면 유명로 1711,0,0,0,031-584-4300
A0006686,남선석유㈜ 무대푸른주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 석실로 651,1,0,1,031-511-5125
A0006689,씨앤에스유통(주)호평IC주유소,S-OIL,경기 남양주시,경기,남양주시,경기 남양주시 늘을1로 59 (호평동),1,0,0,031-593-5182
A0006696,도우주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 진접읍 금강로 1589,1,0,0,031-528-0522
A0006697,한울에너지(주)마송주유소,HD현대오일뱅크,경기 김포시,경기,김포시,경기 김포시 통진읍 김포대로 2397,1,0,0,031-982-5036
A0006698,(주)태양주유소,GS칼텍스,경기 양평군,경기,양평군,경기 양평군 양평읍 양근로 316,0,0,0,031-771-3674
A0006712,화랑포주유소,SK에너지,경기 가평군,경기,가평군,경기 가평군 청평면 경춘로 113,1,0,0,031-584-1818
A0006716,가평군농협하나로주유소,NH-OIL,경기 가평군,경기,가평군,경기 가평군 가평읍 경춘로 1785,1,0,1,031-581-2871
A0006717,양동농협주유소,NH-OIL,경기 양평군,경기,양평군,경기 양평군 양동면 여양3로 661,0,0,1,031-772-9111
A0006719,진접농협주유소,NH-OIL,경기 남양주시,경기,남양주시,경기 남양주시 진접읍 해밀예당1로 14,1,0,1,031-567-8607
A0006720,양평농협주유소,NH-OIL,경기 양평군,경기,양평군,경기 양평군 양평읍 중앙로 178,0,1,1,031-774-5194
A0006721,용문농협주유소,NH-OIL,경기 양평군,경기,양평군,경기 양평군 용문면 용문로 450,0,0,1,031-773-5151
A0006723,양평농협 강상주유소,NH-OIL,경기 양평군,경기,양평군,경기 양평군 강상면 느티나무1길 5,0,1,1,031-774-5195
A0006724,개군농협주유소,NH-OIL,경기 양평군,경기,양평군,경기 양평군 개군면 여양로 2215,0,0,1,031-772-0334
A0006725,㈜한유에너지 도농주유소,SK에너지,경기 남양주시,경기,남양주시,경기 남양주시 경춘로 374 (도농동),1,0,1,031-563-2607
A0006729,동일석유㈜양주주유소,SK에너지,경기 구리시,경기,구리시,경기 구리시 경춘로 196,1,0,1,031-563-2019
